ID Métier,Nom du Métier,Domaine du Métier,Niveau de Formation,Expérience Attendue,Opportunités de Carrière,Compétences du Métier,Code ROME,Description
140,Data Scientist,Commerce,Bac +3,Débutant,Spécialiste,"Communication, Programmation, Cloud computing",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
141,Ingénieur Logiciel,Santé,Bac +3,Confirmé,Spécialiste,"Conception réseau, Créativité, Communication",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
142,Ingénieur Sécurité,Education,Bac +2,Confirmé,Consultant,"Communication, Leadership, Créativité",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
143,Consultant Big Data,Informatique,Master,Débutant,Consultant,"Analyse financière, Cloud computing, Sécurité des systèmes",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
144,Ingénieur Sécurité,Education,Bac +3,Confirmé,Spécialiste,"Cloud computing, Analyse financière, Conception réseau",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
145,Développeur Web,Education,Doctorat,Expert,Formateur,"Créativité, Cloud computing, Conception réseau",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
146,Data Scientist,Commerce,Bac,Intermédiaire,Spécialiste,"Communication, Analyse financière, Cloud computing",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
147,Ingénieur Logiciel,Construction,Bac +2,Expert,Consultant,"Analyse de données, Programmation, Analyse financière",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
148,Administrateur Systèmes,Transport,Doctorat,Débutant,Formateur,"Analyse de données, Programmation, Sécurité des systèmes",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
149,Technicien Réseaux,Informatique,Bac +3,Confirmé,Consultant,"Communication, Programmation, Leadership",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
150,Ingénieur Sécurité,Commerce,Doctorat,Expert,Manager,"Analyse de données, Gestion de projet, Analyse financière",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
151,Analyste Cybersécurité,RH,Doctorat,Confirmé,Consultant,"Cloud computing, Programmation, Gestion de projet",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
152,Consultant Big Data,Commerce,Doctorat,Confirmé,Manager,"Cloud computing, Conception réseau, Communication",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
153,Ingénieur Sécurité,Marketing,Bac +2,Débutant,Consultant,"Communication, Analyse financière, Gestion de projet",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
154,Spécialiste Cloud,Santé,Bac,Intermédiaire,Manager,"Sécurité des systèmes, Cloud computing, Leadership",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
155,Ingénieur Logiciel,Finance,Doctorat,Expert,Consultant,"Conception réseau, Leadership, Sécurité des systèmes",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
156,Technicien Réseaux,Finance,Doctorat,Expert,Spécialiste,"Créativité, Sécurité des systèmes, Leadership",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
157,Développeur Web,Commerce,Master,Expert,Consultant,"Programmation, Analyse de données, Analyse financière",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
158,Technicien Réseaux,Santé,Master,Intermédiaire,Consultant,"Sécurité des systèmes, Analyse de données, Communication",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
159,Spécialiste Cloud,Commerce,Bac +2,Confirmé,Entrepreneur,"Analyse financière, Gestion de projet, Communication",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
160,Consultant Big Data,Santé,Doctorat,Intermédiaire,Consultant,"Leadership, Gestion de projet, Cloud computing",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
161,Ingénieur Sécurité,Énergie,Bac,Intermédiaire,Formateur,"Cloud computing, Gestion de projet, Analyse financière",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
162,Développeur Web,Finance,Doctorat,Intermédiaire,Consultant,"Communication, Analyse financière, Gestion de projet",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
163,Consultant Big Data,Construction,Doctorat,Expert,Spécialiste,"Conception réseau, Communication, Analyse de données",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
164,Développeur Web,Construction,Bac,Débutant,Manager,"Leadership, Analyse de données, Gestion de projet",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
165,Analyste Cybersécurité,Marketing,Bac,Intermédiaire,Spécialiste,"Communication, Analyse financière, Gestion de projet",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
166,Ingénieur Sécurité,Marketing,Bac +3,Débutant,Entrepreneur,"Cloud computing, Analyse financière, Programmation",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
167,Analyste Cybersécurité,Marketing,Bac,Confirmé,Entrepreneur,"Gestion de projet, Leadership, Sécurité des systèmes",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
168,Spécialiste Cloud,RH,Master,Débutant,Manager,"Cloud computing, Créativité, Analyse de données",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
169,Consultant Big Data,Informatique,Doctorat,Confirmé,Manager,"Leadership, Créativité, Programmation",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
170,Analyste Cybersécurité,Commerce,Bac +3,Expert,Entrepreneur,"Conception réseau, Analyse financière, Cloud computing",B1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
171,Ingénieur Sécurité,Construction,Bac +2,Expert,Consultant,"Cloud computing, Sécurité des systèmes, Conception réseau",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
172,Consultant Big Data,Marketing,Bac +2,Débutant,Consultant,"Cloud computing, Sécurité des systèmes, Programmation",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
173,Spécialiste Cloud,Transport,Bac +3,Débutant,Formateur,"Analyse financière, Programmation, Gestion de projet",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
174,Ingénieur Logiciel,Commerce,Master,Intermédiaire,Consultant,"Communication, Créativité, Programmation",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
175,Spécialiste Cloud,Informatique,Doctorat,Débutant,Consultant,"Programmation, Créativité, Conception réseau",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
176,Analyste Cybersécurité,Transport,Bac +3,Débutant,Formateur,"Analyse financière, Programmation, Communication",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
177,Chef de Projet IT,Commerce,Bac +2,Expert,Entrepreneur,"Leadership, Programmation, Conception réseau",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
178,Data Scientist,Commerce,Bac +3,Confirmé,Manager,"Leadership, Gestion de projet, Conception réseau",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
179,Spécialiste Cloud,Finance,Bac +3,Confirmé,Entrepreneur,"Sécurité des systèmes, Gestion de projet, Analyse financière",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
180,Technicien Réseaux,Transport,Bac +3,Confirmé,Formateur,"Analyse de données, Leadership, Gestion de projet",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
181,Développeur Web,Marketing,Master,Expert,Entrepreneur,"Créativité, Analyse de données, Conception réseau",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
182,Spécialiste Cloud,Education,Bac +2,Expert,Manager,"Cloud computing, Communication, Sécurité des systèmes",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
183,Data Scientist,Education,Doctorat,Débutant,Spécialiste,"Créativité, Communication, Cloud computing",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
184,Développeur Web,Informatique,Bac,Intermédiaire,Consultant,"Programmation, Analyse financière, Analyse de données",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
185,Data Scientist,Énergie,Bac +3,Intermédiaire,Manager,"Gestion de projet, Conception réseau, Cloud computing",D1202,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
186,Spécialiste Cloud,Commerce,Doctorat,Expert,Formateur,"Communication, Cloud computing, Analyse de données",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
187,Ingénieur Sécurité,Informatique,Master,Intermédiaire,Entrepreneur,"Analyse de données, Conception réseau, Communication",K2101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
188,Ingénieur Sécurité,Santé,Bac +2,Expert,Formateur,"Programmation, Créativité, Analyse de données",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
189,Administrateur Systèmes,RH,Master,Expert,Manager,"Sécurité des systèmes, Analyse financière, Créativité",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
